order_id,customer_id,customer_name,customer_email,product_name,category,region,state,quantity,unit_price,discount_rate,net_revenue,payment_method,order_date,delivery_days,returned,salesperson_id,year,month,quarter,day_of_week,gross_revenue,comparison
ORD-143260,CUST-06369,Ryan Martin,mary71@example.net,Camera,Electronics,Kano,Kano,9,52000.0,0.2,374400.0,Online,2023-03-09,6,No,SP-045,2023,March,1,Thursday,468000.0,False
ORD-143261,CUST-18746,Virginia Floyd,roger94@example.org,Tennis Racket,Sports,Kano,Kano,19,25000.0,0.15,403750.0,POS,2022-05-28,11,No,SP-038,2022,May,2,Saturday,475000.0,False
ORD-143262,CUST-09811,Amanda Alexander,sgutierrez@example.org,Frying Pan,Home & Kitchen,Lagos,Lagos,9,12900.0,0.0,116100.0,POS,2023-04-08,3,No,SP-027,2023,April,2,Saturday,116100.0,True
ORD-143263,CUST-03701,Charles Morgan,jessica96@example.com,Face Cream,Health & Beauty,Lagos,Lagos,17,4300.0,0.0,73100.0,Online,2022-11-06,7,No,SP-026,2022,November,4,Sunday,73100.0,True
ORD-143264,CUST-17974,Erik Walters,ymoody@example.org,Power Bank,Electronics,Kano,Kano,17,43600.0,0.15,630020.0,USSD,2023-09-29,7,No,SP-037,2023,September,3,Friday,741200.0,False
ORD-143265,CUST-16108,William Malone,owenrodney@example.net,Shampoo,Health & Beauty,Benin City,Benin City,1,6700.0,0.05,6365.0,Transfer,2023-08-22,12,No,SP-002,2023,August,3,Tuesday,6700.0,False
ORD-143266,CUST-05865,Laura Simmons,mathisjamie@example.com,Business,Books,Benin City,Benin City,18,8600.0,0.05,147060.0,Transfer,2021-11-13,6,No,SP-007,2021,November,4,Saturday,154800.0,False
ORD-143267,CUST-11033,Adam Ware,hhebert@example.net,Cornflakes,Food & Beverage,Abuja,Abuja,17,2300.0,0.15,33235.0,USSD,2023-01-10,5,No,SP-049,2023,January,1,Tuesday,39100.0,False
ORD-143268,CUST-12210,Daniel Rivera,hhoffman@example.com,Jacket,Clothing,Port Harcourt,Port Harcourt,18,12000.0,0.2,172800.0,Cash,2022-07-25,10,Yes,SP-031,2022,July,3,Monday,216000.0,False
ORD-143269,CUST-08946,Travis Davis,billy03@example.com,T-Shirt,Clothing,Benin City,Benin City,17,17800.0,0.05,287470.0,Transfer,2021-04-04,6,No,SP-041,2021,April,2,Sunday,302600.0,False
ORD-143270,CUST-09971,Edward Webb,bianca89@example.org,Yoga Mat,Sports,Enugu,Enugu,9,29800.0,0.05,254790.0,Card,2022-12-29,14,No,SP-024,2022,December,4,Thursday,268200.0,False
ORD-143271,CUST-16922,Mary Smith,wanda66@example.com,Fiction Novel,Books,Abuja,Abuja,15,7400.0,0.0,111000.0,USSD,2023-07-30,1,No,SP-017,2023,July,3,Sunday,111000.0,True
ORD-143272,CUST-15035,Brian Rodriguez,natasha23@example.com,Knife Set,Home & Kitchen,Kano,Kano,18,33900.0,0.15,518670.0,USSD,2021-05-29,4,No,SP-043,2021,May,2,Saturday,610200.0,False
ORD-143273,CUST-07826,Jenny Clay,elizabethvasquez@example.org,Stuffed Animal,Toys,Abuja,Abuja,13,14100.0,0.0,183300.0,Online,2021-11-24,12,No,SP-048,2021,November,4,Wednesday,183300.0,True
ORD-143274,CUST-03721,Sara Shaw,jamesnicholas@example.net,Frying Pan,Home & Kitchen,Kaduna,Kaduna,10,15600.0,0.1,140400.0,USSD,2022-08-20,12,No,SP-039,2022,August,3,Saturday,156000.0,False
ORD-143275,CUST-06547,Daniel Ramsey,chasevanessa@example.org,Coffee Beans,Food & Beverage,Ibadan,Ibadan,5,6100.0,0.0,30500.0,POS,2021-01-11,1,No,SP-044,2021,January,1,Monday,30500.0,True
ORD-143276,CUST-19453,Danielle Morris DVM,brandon63@example.com,Science Fiction,Books,Ibadan,Ibadan,2,6900.0,0.05,13110.0,Card,2021-07-21,7,Yes,SP-015,2021,July,3,Wednesday,13800.0,False
ORD-143277,CUST-05394,Whitney Paul,moralesjames@example.net,Tea Bags,Food & Beverage,Abuja,Abuja,2,4300.0,0.0,8600.0,Cash,2021-07-29,14,No,SP-021,2021,July,3,Thursday,8600.0,True
ORD-143278,CUST-09717,Amanda Ryan,cody55@example.net,Face Cream,Health & Beauty,Kano,Kano,16,7200.0,0.0,115200.0,Online,2021-01-26,2,No,SP-029,2021,January,1,Tuesday,115200.0,True
ORD-143279,CUST-12571,Michael Dominguez,tammyholt@example.org,Frying Pan,Home & Kitchen,Port Harcourt,Port Harcourt,11,18300.0,0.15,171105.0,POS,2023-02-15,4,Yes,SP-025,2023,February,1,Wednesday,201300.0,False
ORD-143280,CUST-17504,Lisa Roberson,browndebra@example.org,Camera,Electronics,Abuja,Abuja,14,85400.0,0.0,1195600.0,POS,2022-07-31,3,No,SP-047,2022,July,3,Sunday,1195600.0,True
ORD-143281,CUST-03054,Jared Russell,tracyjones@example.net,Sandals,Clothing,Abuja,Abuja,8,6000.0,0.15,40800.0,USSD,2023-09-11,7,No,SP-042,2023,September,3,Monday,48000.0,False
ORD-143282,CUST-09786,Matthew Campbell,hsmith@example.net,Coffee Beans,Food & Beverage,Benin City,Benin City,10,7200.0,0.05,68400.0,Cash,2023-06-13,7,No,SP-007,2023,June,2,Tuesday,72000.0,False
ORD-143283,CUST-19871,Clarence Freeman,kochchristopher@example.org,Dumbbells,Sports,Abuja,Abuja,10,18200.0,0.15,154700.0,USSD,2022-05-28,8,No,SP-045,2022,May,2,Saturday,182000.0,False
ORD-143284,CUST-09519,Matthew Mueller,robinsonryan@example.org,Bicycle Helmet,Sports,Abuja,Abuja,12,24900.0,0.0,298800.0,Transfer,2022-01-27,12,Yes,SP-042,2022,January,1,Thursday,298800.0,True
ORD-143285,CUST-06393,Joseph Johnston,andreaanderson@example.net,Data Science Book,Books,Port Harcourt,Port Harcourt,9,6200.0,0.15,47430.0,Online,2023-06-08,6,No,SP-043,2023,June,2,Thursday,55800.0,False
ORD-143286,CUST-07007,Virginia Aguilar,simmonsjonathan@example.org,Science Fiction,Books,Benin City,Benin City,2,8200.0,0.15,13940.0,POS,2022-03-16,11,No,SP-045,2022,March,1,Wednesday,16400.0,False
ORD-143287,CUST-16415,Beverly Buchanan,fthomas@example.com,Rice (5kg),Food & Beverage,Abuja,Abuja,15,2500.0,0.0,37500.0,Transfer,2021-08-19,12,No,SP-024,2021,August,3,Thursday,37500.0,True
ORD-143288,CUST-02054,Sherry Berry DVM,gbennett@example.net,Charger,Electronics,Lagos,Lagos,11,36000.0,0.15,336600.0,Transfer,2021-11-30,5,No,SP-007,2021,November,4,Tuesday,396000.0,False
ORD-143289,CUST-17110,Katherine Morgan,spencervictoria@example.com,History,Books,Abuja,Abuja,9,5700.0,0.0,51300.0,Cash,2022-05-22,1,No,SP-026,2022,May,2,Sunday,51300.0,True
ORD-143290,CUST-12878,Edward Ryan,triciastevenson@example.org,Action Figure,Toys,Enugu,Enugu,19,13000.0,0.05,234650.0,USSD,2023-10-05,5,No,SP-017,2023,October,4,Thursday,247000.0,False
ORD-143291,CUST-08222,Ruth Reyes,gilldavid@example.net,Cookbook,Books,Enugu,Enugu,3,2500.0,0.15,6375.0,POS,2023-05-28,11,No,SP-019,2023,May,2,Sunday,7500.0,False
ORD-143292,CUST-04031,Jessica Love,kylefry@example.com,Laptop,Electronics,Lagos,Lagos,15,62700.0,0.2,752400.0,Card,2021-04-14,14,No,SP-014,2021,April,2,Wednesday,940500.0,False
ORD-143293,CUST-18886,Debra Hernandez,pbrooks@example.com,Cookbook,Books,Enugu,Enugu,1,4900.0,0.15,4165.0,Card,2023-01-05,12,No,SP-011,2023,January,1,Thursday,4900.0,False
ORD-143294,CUST-16759,Cheryl Douglas,avega@example.com,Jump Rope,Sports,Ibadan,Ibadan,10,21500.0,0.15,182750.0,Card,2022-10-17,13,No,SP-022,2022,October,4,Monday,215000.0,False
ORD-143295,CUST-09128,Rachel Thomas,vickiscott@example.com,Tennis Racket,Sports,Lagos,Lagos,3,17300.0,0.0,51900.0,USSD,2022-08-05,5,No,SP-015,2022,August,3,Friday,51900.0,True
ORD-143296,CUST-11336,Deborah Cook,victoria09@example.com,Jeans,Clothing,Kaduna,Kaduna,14,17700.0,0.05,235410.0,Card,2022-11-30,3,No,SP-029,2022,November,4,Wednesday,247800.0,False
ORD-143297,CUST-03221,Patrick Hodges,nelsonsharon@example.com,Camera,Electronics,Port Harcourt,Port Harcourt,5,45900.0,0.0,229500.0,Cash,2021-03-01,10,No,SP-003,2021,March,1,Monday,229500.0,True
ORD-143298,CUST-16197,Richard Baird,roy52@example.net,Charger,Electronics,Enugu,Enugu,17,57600.0,0.2,783360.0,POS,2023-10-28,10,No,SP-011,2023,October,4,Saturday,979200.0,False
ORD-143299,CUST-04951,Erin Palmer,ronaldtaylor@example.com,Tennis Racket,Sports,Enugu,Enugu,7,18100.0,0.0,126700.0,USSD,2023-07-26,8,No,SP-043,2023,July,3,Wednesday,126700.0,True
ORD-143300,CUST-19660,Barbara Morgan,alexandra19@example.com,Pasta,Food & Beverage,Port Harcourt,Port Harcourt,1,4100.0,0.1,3690.0,USSD,2021-07-28,9,No,SP-013,2021,July,3,Wednesday,4100.0,False
ORD-143301,CUST-17116,Rachel Freeman,miranda42@example.net,Curtains,Home & Kitchen,Kano,Kano,15,20200.0,0.2,242400.0,Transfer,2023-01-31,9,No,SP-042,2023,January,1,Tuesday,303000.0,False
ORD-143302,CUST-03387,Benjamin Walker,ggonzalez@example.com,Tennis Racket,Sports,Kaduna,Kaduna,19,14900.0,0.0,283100.0,USSD,2021-06-23,1,No,SP-020,2021,June,2,Wednesday,283100.0,True
ORD-143303,CUST-09393,Steven Russell,yprice@example.org,Action Figure,Toys,Port Harcourt,Port Harcourt,17,8300.0,0.0,141100.0,Cash,2022-06-16,4,No,SP-040,2022,June,2,Thursday,141100.0,True
ORD-143304,CUST-13582,Dr. Morgan Mckee,rwilcox@example.org,Doll,Toys,Port Harcourt,Port Harcourt,17,5300.0,0.1,81090.0,Card,2022-05-24,3,No,SP-025,2022,May,2,Tuesday,90100.0,False
ORD-143305,CUST-15776,David Robbins,jonesfelicia@example.com,Cornflakes,Food & Beverage,Abuja,Abuja,7,2600.0,0.2,14560.0,Card,2023-12-08,14,No,SP-008,2023,December,4,Friday,18200.0,False
ORD-143306,CUST-17550,Andrew Wilkinson,npowell@example.org,Coffee Beans,Food & Beverage,Ibadan,Ibadan,19,7100.0,0.15,114665.0,Transfer,2022-11-15,7,No,SP-021,2022,November,4,Tuesday,134900.0,False
ORD-143307,CUST-15070,Mikayla Thompson,tammycastro@example.com,Sneakers,Clothing,Kaduna,Kaduna,18,12900.0,0.15,197370.0,POS,2022-02-24,14,No,SP-047,2022,February,1,Thursday,232200.0,False
ORD-143308,CUST-18759,Madison Bishop,wendy49@example.net,Kettle,Home & Kitchen,Ibadan,Ibadan,15,15300.0,0.1,206550.0,USSD,2022-09-13,13,No,SP-019,2022,September,3,Tuesday,229500.0,False
ORD-143309,CUST-05268,Michael Howell,erikaholland@example.net,Sunscreen,Health & Beauty,Abuja,Abuja,15,10100.0,0.05,143925.0,Online,2022-08-06,9,No,SP-040,2022,August,3,Saturday,151500.0,False
ORD-143310,CUST-17283,Linda Jackson,kimberly00@example.com,Hair Dye,Health & Beauty,Ibadan,Ibadan,19,8700.0,0.15,140505.0,USSD,2021-12-07,11,No,SP-019,2021,December,4,Tuesday,165300.0,False
ORD-143311,CUST-05203,Lisa Mayer,katrinazamora@example.net,Kettle,Home & Kitchen,Enugu,Enugu,5,15000.0,0.05,71250.0,Transfer,2023-12-17,5,Yes,SP-019,2023,December,4,Sunday,75000.0,False
ORD-143312,CUST-14790,Sarah Maynard,chapmanbarry@example.net,RC Car,Toys,Port Harcourt,Port Harcourt,10,5300.0,0.2,42400.0,Card,2022-08-10,10,No,SP-010,2022,August,3,Wednesday,53000.0,False
ORD-143313,CUST-01324,Sherri Sandoval,dean39@example.net,Cookbook,Books,Ibadan,Ibadan,5,5700.0,0.0,28500.0,POS,2022-12-04,4,No,SP-034,2022,December,4,Sunday,28500.0,True
ORD-143314,CUST-18462,Andre Keller,brookskatelyn@example.org,Olive Oil,Food & Beverage,Ibadan,Ibadan,3,5900.0,0.2,14160.0,Transfer,2021-01-31,12,No,SP-037,2021,January,1,Sunday,17700.0,False
ORD-143315,CUST-10270,Sheila Walter,xmiller@example.net,History,Books,Port Harcourt,Port Harcourt,12,7500.0,0.1,81000.0,USSD,2022-05-30,10,No,SP-023,2022,May,2,Monday,90000.0,False
ORD-143316,CUST-11592,Maria Anderson,bpetty@example.com,Pasta,Food & Beverage,Ibadan,Ibadan,5,2600.0,0.2,10400.0,POS,2021-01-28,13,Yes,SP-028,2021,January,1,Thursday,13000.0,False
ORD-143317,CUST-13801,Kelly Hurst,npierce@example.com,Gym Bag,Sports,Lagos,Lagos,11,15000.0,0.2,132000.0,Transfer,2022-04-26,12,No,SP-042,2022,April,2,Tuesday,165000.0,False
ORD-143318,CUST-05832,Michael Watson,joe72@example.org,Rice (5kg),Food & Beverage,Benin City,Benin City,14,5200.0,0.0,72800.0,Transfer,2023-05-24,1,No,SP-042,2023,May,2,Wednesday,72800.0,True
ORD-143319,CUST-15428,Jessica Mays,inguyen@example.org,Sandals,Clothing,Benin City,Benin City,18,9600.0,0.0,172800.0,Online,2021-02-12,1,No,SP-004,2021,February,1,Friday,172800.0,True
ORD-143320,CUST-07445,Robin Griffin,courtney34@example.net,Jacket,Clothing,Abuja,Abuja,6,10800.0,0.2,51840.0,POS,2023-01-26,14,No,SP-011,2023,January,1,Thursday,64800.0,False
ORD-143321,CUST-09763,Edwin Chapman PhD,henry35@example.com,Tennis Racket,Sports,Enugu,Enugu,17,25900.0,0.0,440300.0,POS,2023-01-21,9,No,SP-009,2023,January,1,Saturday,440300.0,True
ORD-143322,CUST-07284,Aaron Palmer,kendra94@example.net,Face Cream,Health & Beauty,Ibadan,Ibadan,17,5200.0,0.0,88400.0,Online,2021-03-31,6,No,SP-030,2021,March,1,Wednesday,88400.0,True
ORD-143323,CUST-11953,Deborah Graves,higginsjoshua@example.net,Gym Bag,Sports,Port Harcourt,Port Harcourt,18,10800.0,0.1,174960.0,Transfer,2023-11-30,5,No,SP-041,2023,November,4,Thursday,194400.0,False
ORD-143324,CUST-17723,Michelle Brady,jonathanreed@example.net,Sunscreen,Health & Beauty,Kaduna,Kaduna,5,10900.0,0.2,43600.0,Cash,2022-11-19,8,No,SP-022,2022,November,4,Saturday,54500.0,False
ORD-143325,CUST-19904,Dr. Kelly Lucas,lynchemily@example.com,Shampoo,Health & Beauty,Enugu,Enugu,3,6100.0,0.15,15555.0,Card,2023-10-08,11,No,SP-003,2023,October,4,Sunday,18300.0,False
ORD-143326,CUST-08927,Samantha Browning,mary72@example.com,Knife Set,Home & Kitchen,Lagos,Lagos,3,16300.0,0.2,39120.0,Online,2023-06-04,10,No,SP-031,2023,June,2,Sunday,48900.0,False
ORD-143327,CUST-15921,Linda Carter,michelle61@example.com,Sunscreen,Health & Beauty,Port Harcourt,Port Harcourt,19,9800.0,0.1,167580.0,Online,2023-08-08,2,No,SP-021,2023,August,3,Tuesday,186200.0,False
ORD-143328,CUST-04669,William Jackson,stacy32@example.com,Coffee Beans,Food & Beverage,Ibadan,Ibadan,10,4200.0,0.0,42000.0,POS,2021-11-17,3,No,SP-019,2021,November,4,Wednesday,42000.0,True
ORD-143329,CUST-16241,Alexa Whitney,icarey@example.com,Tennis Racket,Sports,Abuja,Abuja,18,14500.0,0.05,247950.0,Card,2023-09-28,8,No,SP-049,2023,September,3,Thursday,261000.0,False
ORD-143330,CUST-14130,Heidi Brown,emma21@example.com,Hoodie,Clothing,Benin City,Benin City,9,13500.0,0.05,115425.0,USSD,2021-08-27,7,No,SP-012,2021,August,3,Friday,121500.0,False
ORD-143331,CUST-19971,Matthew Leon,thompsonkelly@example.org,Frying Pan,Home & Kitchen,Benin City,Benin City,7,25000.0,0.05,166250.0,USSD,2022-06-05,3,Yes,SP-035,2022,June,2,Sunday,175000.0,False
ORD-143332,CUST-16334,Donald Stevens,scottjennifer@example.org,LEGO Set,Toys,Enugu,Enugu,10,14600.0,0.15,124100.0,Card,2022-03-22,6,No,SP-045,2022,March,1,Tuesday,146000.0,False
ORD-143333,CUST-03437,Catherine Allen,davidward@example.net,Hoodie,Clothing,Kaduna,Kaduna,14,6200.0,0.1,78120.0,POS,2022-01-10,10,No,SP-027,2022,January,1,Monday,86800.0,False
ORD-143334,CUST-05076,Elaine Mcdonald,johnsontracy@example.com,Pillow Set,Home & Kitchen,Abuja,Abuja,16,21000.0,0.05,319200.0,USSD,2023-10-05,14,No,SP-018,2023,October,4,Thursday,336000.0,False
ORD-143335,CUST-19527,Laura Bell,kristinaknight@example.org,Business,Books,Ibadan,Ibadan,2,3000.0,0.0,6000.0,POS,2023-01-17,7,No,SP-012,2023,January,1,Tuesday,6000.0,True
ORD-143336,CUST-16495,Shawn Greene MD,higginsglenn@example.org,Body Lotion,Health & Beauty,Kano,Kano,12,6500.0,0.2,62400.0,Cash,2023-07-22,4,No,SP-042,2023,July,3,Saturday,78000.0,False
ORD-143337,CUST-05657,Donna Washington,andrewsmith@example.net,Jacket,Clothing,Lagos,Lagos,18,15700.0,0.05,268470.0,Online,2023-09-10,5,No,SP-042,2023,September,3,Sunday,282600.0,False
ORD-143338,CUST-16716,Catherine Li,johnwhite@example.net,Shampoo,Health & Beauty,Abuja,Abuja,10,9200.0,0.2,73600.0,Online,2021-02-17,4,No,SP-023,2021,February,1,Wednesday,92000.0,False
ORD-143339,CUST-18377,Robert Turner,sonia14@example.org,Running Shoes,Sports,Lagos,Lagos,4,11000.0,0.2,35200.0,Online,2023-01-24,13,No,SP-017,2023,January,1,Tuesday,44000.0,False
ORD-143340,CUST-05707,Erica Welch,hlin@example.com,LEGO Set,Toys,Kano,Kano,19,13400.0,0.15,216410.0,USSD,2023-02-08,9,Yes,SP-032,2023,February,1,Wednesday,254600.0,False
ORD-143341,CUST-19370,Anita Diaz,morrisrachel@example.org,Curtains,Home & Kitchen,Benin City,Benin City,10,19100.0,0.0,191000.0,Cash,2021-06-20,14,No,SP-002,2021,June,2,Sunday,191000.0,True
ORD-143342,CUST-07727,Juan Sexton,austinmata@example.com,Sunscreen,Health & Beauty,Port Harcourt,Port Harcourt,10,6200.0,0.1,55800.0,USSD,2021-10-20,10,No,SP-026,2021,October,4,Wednesday,62000.0,False
ORD-143343,CUST-11179,Angela Ellis,jessicadickson@example.com,Smart TV,Electronics,Abuja,Abuja,15,117300.0,0.1,1583550.0,Card,2023-07-31,3,No,SP-043,2023,July,3,Monday,1759500.0,False
ORD-143344,CUST-06984,Jennifer Rosales,wclark@example.org,Hoodie,Clothing,Lagos,Lagos,4,9500.0,0.0,38000.0,USSD,2022-03-08,10,Yes,SP-019,2022,March,1,Tuesday,38000.0,True
ORD-143345,CUST-18653,Kyle Turner,guzmanjose@example.com,Hoodie,Clothing,Kaduna,Kaduna,5,17300.0,0.1,77850.0,Online,2022-05-06,6,No,SP-012,2022,May,2,Friday,86500.0,False
ORD-143346,CUST-18567,Charles Bradley,crodriguez@example.net,Coffee Beans,Food & Beverage,Enugu,Enugu,8,6300.0,0.15,42840.0,POS,2021-06-26,10,No,SP-023,2021,June,2,Saturday,50400.0,False
ORD-143347,CUST-10641,Danny Baldwin,sanchezmary@example.net,Coffee Beans,Food & Beverage,Port Harcourt,Port Harcourt,19,6100.0,0.0,115900.0,Cash,2024-01-01,13,No,SP-007,2024,January,1,Monday,115900.0,True
ORD-143348,CUST-15588,Brittany Hayes,leroygreene@example.net,Puzzle,Toys,Abuja,Abuja,3,5800.0,0.0,17400.0,Cash,2022-01-31,12,No,SP-050,2022,January,1,Monday,17400.0,True
ORD-143349,CUST-07139,Lisa Coleman,kevinlewis@example.net,Fruit Juice,Food & Beverage,Lagos,Lagos,19,4500.0,0.05,81225.0,Cash,2023-12-01,13,Yes,SP-010,2023,December,4,Friday,85500.0,False
ORD-143350,CUST-10513,Nicole Shannon,bbrown@example.com,Body Lotion,Health & Beauty,Enugu,Enugu,11,10800.0,0.05,112860.0,Cash,2023-02-27,14,No,SP-008,2023,February,1,Monday,118800.0,False
ORD-143351,CUST-02999,Stephen Jordan,griffinjennifer@example.com,Coffee Beans,Food & Beverage,Port Harcourt,Port Harcourt,9,5100.0,0.05,43605.0,Transfer,2021-08-30,10,No,SP-049,2021,August,3,Monday,45900.0,False
ORD-143352,CUST-19813,Courtney Morales,sanchezryan@example.org,Headphones,Electronics,Lagos,Lagos,20,76700.0,0.0,1534000.0,Cash,2022-12-17,11,Yes,SP-005,2022,December,4,Saturday,1534000.0,True
ORD-143353,CUST-08472,Jessica Mayer,xbrown@example.com,Data Science Book,Books,Kano,Kano,13,6200.0,0.0,80600.0,Card,2024-01-01,1,Yes,SP-031,2024,January,1,Monday,80600.0,True
ORD-143354,CUST-10604,Andrew Torres,qfisher@example.com,Pillow Set,Home & Kitchen,Benin City,Benin City,15,12400.0,0.0,186000.0,POS,2023-03-28,12,No,SP-048,2023,March,1,Tuesday,186000.0,True
ORD-143355,CUST-13325,Kelly Smith,jonathan93@example.net,Football,Sports,Benin City,Benin City,17,22500.0,0.0,382500.0,Cash,2022-05-22,10,No,SP-020,2022,May,2,Sunday,382500.0,True
ORD-143356,CUST-05728,Emily Hicks,nathan79@example.com,Cornflakes,Food & Beverage,Kano,Kano,19,4300.0,0.0,81700.0,Transfer,2023-03-21,9,No,SP-047,2023,March,1,Tuesday,81700.0,True
ORD-143357,CUST-05715,Stephanie Horne,francomichael@example.com,Fiction Novel,Books,Enugu,Enugu,7,4300.0,0.15,25585.0,POS,2021-06-30,7,No,SP-034,2021,June,2,Wednesday,30100.0,False
ORD-143358,CUST-01117,Colleen Wolfe,alexanderboyd@example.org,Shampoo,Health & Beauty,Abuja,Abuja,16,11900.0,0.15,161840.0,Cash,2021-10-31,5,No,SP-016,2021,October,4,Sunday,190400.0,False
ORD-143359,CUST-11375,Bryan Walker,joannealexander@example.net,Data Science Book,Books,Ibadan,Ibadan,18,4500.0,0.0,81000.0,POS,2023-11-22,12,No,SP-023,2023,November,4,Wednesday,81000.0,True
ORD-143360,CUST-19589,Jean Mooney,kylewalker@example.org,Laptop,Electronics,Enugu,Enugu,15,100800.0,0.1,1360800.0,Transfer,2021-11-07,3,No,SP-026,2021,November,4,Sunday,1512000.0,False
ORD-143361,CUST-05093,Donna Flores,bmccall@example.com,Fruit Juice,Food & Beverage,Benin City,Benin City,4,6800.0,0.0,27200.0,USSD,2023-08-26,3,No,SP-001,2023,August,3,Saturday,27200.0,True
ORD-143362,CUST-01882,Amy Hall DDS,vlopez@example.net,Running Shoes,Sports,Port Harcourt,Port Harcourt,3,19400.0,0.05,55290.0,POS,2021-11-30,13,No,SP-033,2021,November,4,Tuesday,58200.0,False
ORD-143363,CUST-04261,Samantha Wood,bergerallison@example.net,Jacket,Clothing,Enugu,Enugu,19,15000.0,0.05,270750.0,Transfer,2023-06-23,7,Yes,SP-017,2023,June,2,Friday,285000.0,False
ORD-143364,CUST-14105,Timothy Jones,markscott@example.org,Face Cream,Health & Beauty,Ibadan,Ibadan,1,7200.0,0.15,6120.0,Online,2021-05-05,10,No,SP-044,2021,May,2,Wednesday,7200.0,False
ORD-143365,CUST-17465,Frank Murphy,courtney89@example.com,Children Book,Books,Benin City,Benin City,15,5700.0,0.0,85500.0,POS,2022-11-30,2,No,SP-018,2022,November,4,Wednesday,85500.0,True
ORD-143366,CUST-18395,Jaime Brown DDS,blackbobby@example.org,Board Game,Toys,Kano,Kano,11,7000.0,0.0,77000.0,POS,2023-04-14,4,No,SP-021,2023,April,2,Friday,77000.0,True
ORD-143367,CUST-19206,Jeffrey Perez,tylerlevi@example.com,Perfume,Health & Beauty,Kano,Kano,14,9200.0,0.05,122360.0,USSD,2022-04-20,12,No,SP-018,2022,April,2,Wednesday,128800.0,False
ORD-143368,CUST-07204,Tamara Lopez,qmiles@example.net,Board Game,Toys,Port Harcourt,Port Harcourt,19,11500.0,0.05,207575.0,Card,2021-05-27,1,No,SP-010,2021,May,2,Thursday,218500.0,False
ORD-143369,CUST-19054,Stephanie Jackson,odonnellpeter@example.net,Hair Dye,Health & Beauty,Ibadan,Ibadan,3,7500.0,0.15,19125.0,Transfer,2022-06-21,10,No,SP-001,2022,June,2,Tuesday,22500.0,False
ORD-143370,CUST-18968,James Golden,ipeterson@example.net,LEGO Set,Toys,Port Harcourt,Port Harcourt,20,11400.0,0.1,205200.0,Cash,2023-06-01,13,No,SP-032,2023,June,2,Thursday,228000.0,False
ORD-143371,CUST-09683,Daniel Fischer,kenneth93@example.com,Camera,Electronics,Abuja,Abuja,6,69100.0,0.0,414600.0,Transfer,2022-11-01,3,No,SP-011,2022,November,4,Tuesday,414600.0,True
ORD-143372,CUST-19448,Adam Sloan,lestergregory@example.org,Olive Oil,Food & Beverage,Kaduna,Kaduna,18,6300.0,0.1,102060.0,Cash,2022-12-25,8,No,SP-004,2022,December,4,Sunday,113400.0,False
ORD-143373,CUST-13709,Jeremiah Richards,annejackson@example.net,Bicycle Helmet,Sports,Benin City,Benin City,15,20900.0,0.05,297825.0,Cash,2022-11-27,6,No,SP-040,2022,November,4,Sunday,313500.0,False
ORD-143374,CUST-09209,Justin Faulkner,rsnyder@example.net,Energy Drink,Food & Beverage,Abuja,Abuja,6,4200.0,0.0,25200.0,USSD,2022-04-12,6,Yes,SP-025,2022,April,2,Tuesday,25200.0,True
ORD-143375,CUST-19171,Jeffrey Sanchez,sgarcia@example.org,Toaster,Home & Kitchen,Benin City,Benin City,10,37100.0,0.0,371000.0,Cash,2022-04-10,3,No,SP-026,2022,April,2,Sunday,371000.0,True
ORD-143376,CUST-14038,Amanda Ward,rjenkins@example.org,Power Bank,Electronics,Port Harcourt,Port Harcourt,17,40300.0,0.1,616590.0,Online,2021-10-05,5,No,SP-011,2021,October,4,Tuesday,685100.0,False
ORD-143377,CUST-04838,Robin Pierce,vmclaughlin@example.com,Sunscreen,Health & Beauty,Ibadan,Ibadan,2,4000.0,0.2,6400.0,Cash,2022-12-31,11,No,SP-044,2022,December,4,Saturday,8000.0,False
ORD-143378,CUST-15249,Corey Phillips,andrademichelle@example.net,Pillow Set,Home & Kitchen,Kano,Kano,14,23100.0,0.0,323400.0,Cash,2021-08-03,9,No,SP-011,2021,August,3,Tuesday,323400.0,True
ORD-143379,CUST-08616,Paul Gonzalez,crystal68@example.org,Energy Drink,Food & Beverage,Port Harcourt,Port Harcourt,6,5700.0,0.2,27360.0,Cash,2023-07-03,11,No,SP-011,2023,July,3,Monday,34200.0,False
ORD-143380,CUST-08160,Alex Irwin,ysparks@example.org,Rice (5kg),Food & Beverage,Lagos,Lagos,14,7400.0,0.1,93240.0,Card,2022-09-22,8,No,SP-002,2022,September,3,Thursday,103600.0,False
ORD-143381,CUST-13227,Curtis Horton,edelacruz@example.com,Jump Rope,Sports,Kaduna,Kaduna,6,15600.0,0.2,74880.0,Card,2022-06-17,13,No,SP-029,2022,June,2,Friday,93600.0,False
ORD-143382,CUST-12031,Jesus Rogers,crystal53@example.net,T-Shirt,Clothing,Ibadan,Ibadan,9,13800.0,0.15,105570.0,USSD,2023-07-01,4,No,SP-042,2023,July,3,Saturday,124200.0,False
ORD-143383,CUST-02281,Sarah Bryant,derek24@example.com,Yoga Mat,Sports,Abuja,Abuja,1,8700.0,0.0,8700.0,Online,2023-09-10,6,No,SP-015,2023,September,3,Sunday,8700.0,True
ORD-143384,CUST-09633,Willie Hartman,alamb@example.net,Toothpaste,Health & Beauty,Port Harcourt,Port Harcourt,15,10900.0,0.0,163500.0,USSD,2021-06-10,10,No,SP-022,2021,June,2,Thursday,163500.0,True
